Unique_ID,Street address,City,State,Zip
6940010,4315 Diplomacy Dr,Anchorage,AK,99508
6940020,3200 Providence Dr,Anchorage,AK,99508
6530373,1108 Ross Clark Cir,Dothan,AL,36301
6530304,619 19th St S,Birmingham,AL,35233
6530170,1600 7th Ave South,Birmingham,AL,35233
6530510,101 Sivley Rd,Huntsville,AL,35801
6530600,2451 University Hospital Dr,Mobile,AL,36617
6530705,2105 E South Blvd,Montgomery,AL,36116
6860021,1200 N Beaver St,Flagstaff,AZ,86001
6860028,1955 W Frye Rd,Chandler,AZ,85224
6860013,5555 W Thunderbird Rd,Glendale,AZ,85306
6860027,13677 W McDowell Rd,Goodyear,AZ,85395
6860016,1400 S Dobson Rd,Mesa,AZ,85202
6860250,1111 E McDowell Rd,Phoenix,AZ,85006
6860280,350 W Thomas Rd,Phoenix,AZ,85013
6860325,19829 North 27th Ave,Phoenix,AZ,85027
6860253,250 E Dunlap Ave,Phoenix,AZ,85020
6860210,1919 E Thomas Rd,Phoenix,AZ,85016
6860255,2601 E Roosevelt St,Phoenix,AZ,85008
6860376,7400 E Osborn Rd,Scottsdale,AZ,85251
6860516,1501 N Campbell Ave,Tucson,AZ,85719
6860460,350 N Wilmot Rd,Tucson,AZ,85718
6710300,300 Werner St,Hot Springs,AR,71913
6710340,1 Children's Way,Little Rock,AR,72202
6710440,4301 W Markham St,Little Rock,AR,72205
6710335,9601 Baptist Health Dr,Little Rock,AR,72205
6710400,2 St Vincent Circle,Little Rock,AR,72205
6710195,3215 N Northhills Blvd,Fayetteville,AR,72703
6930275,1411 East 31st St,Oakland,CA,94602
6930133,20103 Lake Chabot Rd,Castro Valley,CA,94546
6932180,747 52nd St,Oakland,CA,94609
6930096,1531 Esplanade,Chico,CA,95926
6933853,1601 Ygnacio Valley Rd,Walnut Creek,CA,94598
6930790,2823 Fresno St,Fresno,CA,93721
6930079,420 34th St,Bakersfield,CA,93301
6931178,1600 West Avenue J,Lancaster,CA,93534
6930444,8700 Beverly Blvd,West Hollywood,CA,90048
6931470,4650 Sunset Blvd,Los Angeles,CA,90027
6932450,1798 North Garey Ave,Pomona,CA,91767
6931790,3630 East Imperial Hwy,Lynwood,CA,90262
6932860,15031 Rinaldi St,Mission Hills,CA,91345
6931755,757 Westwood Plaza,Los Angeles,CA,90095
6930379,7300 Medical Center Dr,West Hills,CA,91307
6933679,3330 Lomita Blvd,Torrance,CA,90505
6931440,1401 S Grand Ave,Los Angeles,CA,90015
6932118,18300 Roscoe Blvd,Northridge,CA,91335
6933683,1000 W Carson St,Torrance,CA,90502
6933488,23845 McBean Pkwy,Valencia,CA,91355
6932350,100 W California Blvd,Pasadena,CA,91105
6931580,1200 N State St,Los Angeles,CA,90033
6931370,2801 Atlantic Ave,Long Beach,CA,90806
6931360,1050 Linden Ave,Long Beach,CA,90813
6930814,9300 Valley Children's Place,Madera,CA,93636
6932720,1441 Constitution Blvd,Salinas,CA,93906
6931915,27700 Medical Center Rd,Mission Viejo,CA,92691
6932290,101 The City Dr South,Orange,CA,92868
6932287,1201 West La Veta Ave,Orange,CA,92868
6933377,1001 North Tustin Ave,Santa Ana,CA,92705
6932645,1 Medical Plaza Dr,Roseville,CA,95661
6932325,1150 N Indian Canyon Dr,Palm Springs,CA,92262
6932585,4445 Magnolia Ave,Riverside,CA,92501
6930640,36485 Inland Valley Rd,Wildomar,CA,92595
6930110,26520 Cactus Avenue,Moreno Valley,CA,92555
6930037,6501 Coyle Ave,Carmichael,CA,95608
6932673,6600 Bruceville Rd,Sacramento,CA,95823
6932680,2315 Stockton Blvd,Sacramento,CA,95817
6933080,2425 Stockton Blvd,Sacramento,CA,95817
6932770,400 N  Pepper Ave,Colton,CA,92324
6930053,11234 Anderson St,Loma Linda,CA,92354
6930660,2185 West Citracado Pkwy,Escondido,CA,92029
6932775,3020 Children's Way,San Diego,CA,92123
6931130,9888 Genessee Ave,La Jolla,CA,92037
6932810,4077 5th Ave,San Diego,CA,92103
6932785,7901 Frost St,San Diego,CA,92123
6932820,200 W Arbor Dr,San Diego,CA,92103
6933060,1001 Potrero Ave,San Francisco,CA,94110
6933020,900 Hyde St,San Francisco,CA,94109
6930780,500 West Hospital Rd,French Camp,CA,95231
6932330,300 Pasteur Dr,Palo Alto,CA,94305
6933375,400 W Pueblo St,Santa Barbara,CA,93105
6933240,751 South Bascom Ave,San Jose,CA,95128
6933199,225 N Jackson Ave,San Jose,CA,95116
6932520,2175 Rosaline Ave,Redding,CA,96001
6930422,1 Quality Dr,Vacaville,CA,95688
6930403,1200 B. Gale Wilson Blvd,Fairfield,CA,94533
6930109,1165 Montgomery Dr,Santa Rosa,CA,95405
6930016,1441 Florida Ave,Modesto,CA,95350
6931929,1700 Coffee Rd,Modesto,CA,95355
6933820,300 Hillmont Ave,Ventura,CA,93003
6933672,215 West Janss Rd,Thousand Oaks,CA,91360
6840280,13123 East 16th Ave,Aurora,CO,80045
6840430,12605 E 16th Ave,Aurora,CO,80045
6840458,9191 Grant St,Thornton,CO,80229
6840530,501 E Hampden Ave,Englewood,CO,80113
6840014,1501 South Potomac St,Aurora,CO,80012
6840805,7700 S Broadway St,Littleton,CO,80122
6840021,200 Exempla Circle,Lafayette,CO,80026
6840237,4747 Arapahoe Ave,Boulder,CO,80304
6840290,777 Bannock St,Denver,CO,80204
6840023,10101 Ridge Gale Pkwy,Lone Tree,CO,80124
6840022,9395 Crown Crest Blvd,Parker,CO,80138
6840145,2222 N Nevada Ave,Colorado Springs,CO,80907
6840190,1400 E Boulder St,Colorado Springs,CO,80909
